!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9951397326852977, "ud.sym": 0.004860267314702308}
trouvent	{"ud.verb": 1.0}
trouver	{"ud.verb": 1.0}
trouverez	{"ud.verb": 1.0}
trouvé	{"ud.verb": 1.0}
trouvée	{"ud.verb": 1.0}
trouvés	{"ud.verb": 1.0}
trust	{"ud.propn": 0.75, "ud.x": 0.25}
très	{"ud.adv": 1.0}
trés	{"ud.adv": 1.0}
trésor	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
trésors	{"ud.noun": 1.0}
trône	{"ud.noun": 0.9, "ud.verb": 0.1}
tu	{"ud.pron": 1.0}
tuant	{"ud.verb": 1.0}
tube	{"ud.noun": 1.0}
tue	{"ud.verb": 1.0}
tuer	{"ud.verb": 1.0}
tueur	{"ud.noun": 1.0}
tunis	{"ud.propn": 1.0}
tunisie	{"ud.propn": 1.0}
tunisien	{"ud.adj": 1.0}
tunisienne	{"ud.adj": 1.0}
tunisiens	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
tunnel	{"ud.noun": 0.8, "ud.propn": 0.2}
turc	{"ud.adj": 0.7142857142857143, "ud.noun": 0.2857142857142857}
turcs	{"ud.noun": 0.4, "ud.adj": 0.4, "ud.propn": 0.2}
turenne	{"ud.propn": 1.0}
turin	{"ud.propn": 1.0}
turn	{"ud.x": 0.6666666666666666, "ud.propn": 0.3333333333333333}
turque	{"ud.adj": 0.8, "ud.propn": 0.2}
turquie	{"ud.propn": 1.0}
tutelle	{"ud.noun": 1.0}
tuteur	{"ud.noun": 1.0}
tué	{"ud.verb": 1.0}
tués	{"ud.verb": 0.875, "ud.noun": 0.125}
tv	{"ud.propn": 0.35714285714285715, "ud.noun": 0.42857142857142855, "ud.x": 0.21428571428571427}
twilight	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
twin	{"ud.propn": 1.0}
type	{"ud.noun": 0.9555555555555556, "ud.propn": 0.044444444444444446}
types	{"ud.noun": 1.0}
typique	{"ud.adj": 1.0}
typiquement	{"ud.adv": 1.0}
typiques	{"ud.adj": 1.0}
tâche	{"ud.noun": 1.0}
tâches	{"ud.noun": 1.0}
téhéran	{"ud.propn": 1.0}
télescope	{"ud.noun": 1.0}
télécom	{"ud.propn": 0.5, "ud.noun": 0.5}
télécommunications	{"ud.noun": 1.0}
téléfilm	{"ud.noun": 1.0}
téléphone	{"ud.noun": 0.9230769230769231, "ud.verb": 0.07692307692307693}
téléphonie	{"ud.noun": 1.0}
téléspectateurs	{"ud.noun": 1.0}
télévision	{"ud.noun": 0.95, "ud.propn": 0.05}
télévisé	{"ud.verb": 0.25, "ud.adj": 0.75}
télévisée	{"ud.adj": 1.0}
témoignage	{"ud.noun": 1.0}
témoignages	{"ud.noun": 1.0}
témoignent	{"ud.verb": 1.0}
témoigner	{"ud.verb": 1.0}
témoin	{"ud.noun": 0.8571428571428571, "ud.adj": 0.14285714285714285}
témoins	{"ud.noun": 1.0}
ténor	{"ud.noun": 1.0}
ténèbres	{"ud.noun": 0.75, "ud.propn": 0.25}
tétrapodes	{"ud.noun": 1.0}
téwodros	{"ud.propn": 1.0}
tête	{"ud.noun": 1.0}
têtes	{"ud.noun": 1.0}
tôt	{"ud.adv": 1.0}
türk	{"ud.propn": 1.0}
ua	{"ud.noun": 0.2, "ud.propn": 0.8}
uai	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
uber	{"ud.propn": 1.0}
uchronie	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
uci	{"ud.propn": 1.0}
ue	{"ud.propn": 1.0}
uefa	{"ud.propn": 0.9166666666666666, "ud.x": 0.08333333333333333}
ufc	{"ud.propn": 1.0}
ukrainienne	{"ud.adj": 1.0}
ultime	{"ud.adj": 1.0}
ultérieures	{"ud.adj": 1.0}
un	{"ud.det": 0.9422829167740273, "ud.pron": 0.043545477969595466, "ud.num": 0.014171605256377222}
unanimes	{"ud.adj": 1.0}
unanimité	{"ud.noun": 1.0}
und	{"ud.cconj": 0.75, "ud.propn": 0.25}
une	{"ud.det": 0.950868783702816, "ud.pron": 0.032055122828040745, "ud.num": 0.016177351707609346, "ud.noun": 0.0008987417615338526}
unes	{"ud.noun": 0.5, "ud.pron": 0.5}
unesco	{"ud.propn": 1.0}
unies	{"ud.adj": 0.9428571428571428, "ud.verb": 0.05714285714285714}
unification	{"ud.propn": 0.25, "ud.noun": 0.75}
union	{"ud.noun": 0.9152542372881356, "ud.propn": 0.0847457627118644}
unique	{"ud.adj": 0.975, "ud.propn": 0.025}
uniquement	{"ud.adv": 1.0}
uniques	{"ud.adj": 1.0}
unis	{"ud.verb": 0.14285714285714285, "ud.adj": 0.7142857142857143, "ud.propn": 0.14285714285714285}
unit	{"ud.propn": 0.5, "ud.verb": 0.5}
unitaire	{"ud.adj": 1.0}
united	{"ud.propn": 0.7857142857142857, "ud.x": 0.21428571428571427}
unité	{"ud.noun": 1.0}
unités	{"ud.noun": 1.0}
univers	{"ud.noun": 1.0}
universel	{"ud.adj": 1.0}
universelle	{"ud.adj": 1.0}
universitaire	{"ud.adj": 0.9411764705882353, "ud.noun": 0.058823529411764705}
universitaires	{"ud.adj": 1.0}
université	{"ud.noun": 1.0}
universités	{"ud.noun": 1.0}
uns	{"ud.pron": 0.8333333333333334, "ud.noun": 0.16666666666666666}
urbain	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
urbaine	{"ud.adj": 1.0}
urbaines	{"ud.adj": 1.0}
urbains	{"ud.adj": 1.0}
urbanisme	{"ud.noun": 1.0}
urgence	{"ud.noun": 1.0}
urss	{"ud.propn": 1.0}
uruguay	{"ud.propn": 1.0}
us	{"ud.propn": 0.9090909090909091, "ud.adj": 0.09090909090909091}
usage	{"ud.noun": 1.0}
usages	{"ud.noun": 1.0}
usine	{"ud.noun": 1.0}
usines	{"ud.noun": 1.0}
uss	{"ud.propn": 1.0}
usuelles	{"ud.adj": 1.0}
usées	{"ud.adj": 0.6, "ud.verb": 0.4}
utile	{"ud.adj": 1.0}
utiles	{"ud.adj": 1.0}
utilisa	{"ud.verb": 1.0}
utilisait	{"ud.verb": 1.0}
utilisant	{"ud.verb": 1.0}
utilisateur	{"ud.noun": 1.0}
utilisateurs	{"ud.noun": 1.0}
utilisation	{"ud.noun": 1.0}
utilise	{"ud.verb": 1.0}
utilisent	{"ud.verb": 1.0}
utiliser	{"ud.verb": 1.0}
utilisé	{"ud.verb": 1.0}
utilisée	{"ud.verb": 1.0}
utilisées	{"ud.verb": 1.0}
utilisés	{"ud.verb": 1.0}
utilité	{"ud.noun": 1.0}
utérus	{"ud.noun": 1.0}
v	{"ud.num": 0.8666666666666667, "ud.x": 0.13333333333333333}
v.	{"ud.x": 0.8, "ud.propn": 0.2}
va	{"ud.verb": 1.0}
vacances	{"ud.propn": 0.05263157894736842, "ud.noun": 0.9473684210526315}
vague	{"ud.noun": 0.8666666666666667, "ud.adj": 0.13333333333333333}
vain	{"ud.adj": 1.0}
vaincre	{"ud.verb": 1.0}
vaincu	{"ud.verb": 1.0}
vainqueur	{"ud.noun": 0.9523809523809523, "ud.adj": 0.047619047619047616}
vainqueurs	{"ud.noun": 1.0}
vais	{"ud.verb": 1.0}
vaisseau	{"ud.noun": 1.0}
vaisseaux	{"ud.noun": 1.0}
val	{"ud.propn": 0.5, "ud.noun": 0.5}
val-d'oise	{"ud.propn": 1.0}
valais	{"ud.propn": 1.0}
valence	{"ud.propn": 1.0}
valeur	{"ud.noun": 1.0}
valeurs	{"ud.noun": 1.0}
valider	{"ud.verb": 1.0}
valle	{"ud.propn": 1.0}
vallée	{"ud.noun": 1.0}
vallées	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
valois	{"ud.propn": 1.0}
valu	{"ud.verb": 1.0}
valut	{"ud.verb": 1.0}
vampire	{"ud.noun": 1.0}
vampires	{"ud.noun": 1.0}
van	{"ud.propn": 0.875, "ud.adp": 0.125}
vancouver	{"ud.propn": 1.0}
vandendriessche	{"ud.propn": 1.0}
vapeur	{"ud.propn": 0.14285714285714285, "ud.noun": 0.8571428571428571}
variable	{"ud.adj": 0.8571428571428571, "ud.noun": 0.14285714285714285}
variables	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
variantes	{"ud.noun": 1.0}
variation	{"ud.noun": 1.0}
varie	{"ud.verb": 1.0}
varient	{"ud.verb": 1.0}
variety	{"ud.propn": 1.0}
variée	{"ud.adj": 0.8, "ud.verb": 0.2}
variés	{"ud.adj": 1.0}
variété	{"ud.noun": 1.0}
varsovie	{"ud.propn": 1.0}
vaste	{"ud.adj": 1.0}
vatican	{"ud.propn": 1.0}
vaudois	{"ud.adj": 1.0}
vaudoise	{"ud.adj": 1.0}
vaut	{"ud.verb": 1.0}
vecteur	{"ud.noun": 1.0}
vedette	{"ud.noun": 1.0}
vega	{"ud.propn": 1.0}
veille	{"ud.verb": 0.4, "ud.noun": 0.6}
veiller	{"ud.verb": 1.0}
venait	{"ud.verb": 1.0}
venant	{"ud.verb": 1.0}
vend	{"ud.verb": 1.0}
vendeur	{"ud.noun": 1.0}
vendeurs	{"ud.noun": 1.0}
vendre	{"ud.verb": 1.0}
vendredi	{"ud.noun": 1.0}
vendu	{"ud.verb": 1.0}
vendue	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
vendues	{"ud.verb": 1.0}
vendus	{"ud.verb": 1.0}
vendée	{"ud.propn": 1.0}
vendôme	{"ud.propn": 1.0}
venez	{"ud.verb": 1.0}
venezuela	{"ud.propn": 1.0}
vengeance	{"ud.noun": 1.0}
venger	{"ud.verb": 1.0}
venir	{"ud.verb": 1.0}
venise	{"ud.propn": 1.0}
vent	{"ud.noun": 1.0}
vente	{"ud.noun": 1.0}
ventes	{"ud.noun": 1.0}
ventre	{"ud.noun": 1.0}
vents	{"ud.noun": 1.0}
venu	{"ud.verb": 0.8, "ud.noun": 0.2}
venue	{"ud.noun": 0.375, "ud.verb": 0.625}
venus	{"ud.verb": 1.0}
verbe	{"ud.noun": 1.0}
verdi	{"ud.propn": 1.0}
verra	{"ud.verb": 1.0}
verre	{"ud.noun": 1.0}
verres	{"ud.noun": 1.0}
verrons	{"ud.verb": 1.0}
vers	{"ud.adp": 0.9685863874345549, "ud.noun": 0.02617801047120419, "ud.adv": 0.005235602094240838}
versailles	{"ud.propn": 1.0}
versant	{"ud.adj": 0.1111111111111111, "ud.verb": 0.4444444444444444, "ud.noun": 0.4444444444444444}
version	{"ud.noun": 0.984375, "ud.propn": 0.015625}
versions	{"ud.noun": 1.0}
versé	{"ud.verb": 1.0}
vert	{"ud.adj": 0.8, "ud.propn": 0.06666666666666667, "ud.noun": 0.13333333333333333}
verte	{"ud.adj": 1.0}
vertes	{"ud.adj": 1.0}
verts	{"ud.propn": 0.375, "ud.adj": 0.625}
vertu	{"ud.noun": 1.0}
vertus	{"ud.noun": 1.0}
veste	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
vestiges	{"ud.noun": 1.0}
veto	{"ud.noun": 1.0}
veulent	{"ud.verb": 1.0}
veut	{"ud.verb": 1.0}
veuve	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
vi	{"ud.num": 0.9285714285714286, "ud.adj": 0.07142857142857142}
via	{"ud.adp": 0.8571428571428571, "ud.propn": 0.09523809523809523, "ud.x": 0.047619047619047616}
viande	{"ud.noun": 1.0}
vicaire	{"ud.noun": 1.0}
vice-président	{"ud.propn": 0.09090909090909091, "ud.noun": 0.9090909090909091}
vicomte	{"ud.noun": 1.0}
victime	{"ud.noun": 0.7, "ud.adj": 0.2, "ud.verb": 0.1}
victimes	{"ud.noun": 0.9230769230769231, "ud.adj": 0.07692307692307693}
victoire	{"ud.noun": 0.96, "ud.propn": 0.04}
victoires	{"ud.noun": 1.0}
victor	{"ud.propn": 1.0}
victoria	{"ud.propn": 1.0}
victorienne	{"ud.adj": 1.0}
vide	{"ud.adj": 0.45454545454545453, "ud.noun": 0.45454545454545453, "ud.verb": 0.09090909090909091}
vidéo	{"ud.adj": 0.5217391304347826, "ud.noun": 0.4782608695652174}
vidéos	{"ud.noun": 0.8571428571428571, "ud.adj": 0.14285714285714285}
vie	{"ud.adj": 0.043795620437956206, "ud.noun": 0.9416058394160584, "ud.propn": 0.014598540145985401}
vieil	{"ud.adj": 1.0}
vieille	{"ud.adj": 1.0}
vieilles	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
viendrait	{"ud.verb": 1.0}
viendront	{"ud.verb": 1.0}
vienne	{"ud.propn": 0.875, "ud.verb": 0.125}
viennent	{"ud.verb": 1.0}
vient	{"ud.verb": 1.0}
vierge	{"ud.noun": 0.3, "ud.adj": 0.3, "ud.propn": 0.4}
vierges	{"ud.adj": 1.0}
vies	{"ud.noun": 0.75, "ud.propn": 0.25}
vietnam	{"ud.propn": 1.0}
vietnamien	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
vieux	{"ud.adj": 0.9545454545454546, "ud.propn": 0.045454545454545456}
vignes	{"ud.noun": 1.0}
vignoble	{"ud.noun": 1.0}
vigueur	{"ud.noun": 1.0}
vii	{"ud.num": 1.0}
viii	{"ud.num": 1.0}
viiie	{"ud.adj": 1.0}
villa	{"ud.propn": 0.42857142857142855, "ud.noun": 0.5714285714285714}
village	{"ud.noun": 0.9906542056074766, "ud.x": 0.009345794392523364}
villages	{"ud.noun": 1.0}
ville	{"ud.noun": 0.9885931558935361, "ud.propn": 0.011406844106463879}
villeneuve	{"ud.propn": 1.0}
villes	{"ud.noun": 1.0}
vin	{"ud.noun": 0.9565217391304348, "ud.propn": 0.043478260869565216}
vincennes	{"ud.propn": 1.0}
vincent	{"ud.propn": 1.0}
vinci	{"ud.propn": 1.0}
vingt	{"ud.num": 1.0}
vingt-quatre	{"ud.num": 1.0}
vingtaine	{"ud.num": 0.21428571428571427, "ud.noun": 0.7857142857142857}
vins	{"ud.noun": 1.0}
viola	{"ud.propn": 0.8, "ud.verb": 0.2}
violacé	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
violation	{"ud.noun": 1.0}
violemment	{"ud.adv": 1.0}
violence	{"ud.noun": 1.0}
violences	{"ud.noun": 1.0}
violent	{"ud.adj": 1.0}
violentes	{"ud.adj": 1.0}
violents	{"ud.adj": 1.0}
violet	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
violoniste	{"ud.noun": 1.0}
vipère	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
virage	{"ud.noun": 1.0}
virages	{"ud.noun": 1.0}
virgin	{"ud.propn": 1.0}
virginia	{"ud.propn": 1.0}
virginie	{"ud.propn": 1.0}
virtuelle	{"ud.adj": 1.0}
virus	{"ud.noun": 1.0}
vis	{"ud.noun": 0.6, "ud.propn": 0.2, "ud.verb": 0.2}
vis-à-vis	{"ud.adv": 1.0}
visa	{"ud.noun": 0.6, "ud.propn": 0.4}
visage	{"ud.noun": 1.0}
visages	{"ud.noun": 1.0}
visait	{"ud.verb": 1.0}
visant	{"ud.verb": 1.0}
vise	{"ud.verb": 1.0}
visibilité	{"ud.noun": 1.0}
visible	{"ud.adj": 1.0}
visiblement	{"ud.adv": 1.0}
visibles	{"ud.adj": 1.0}
vision	{"ud.noun": 1.0}
visions	{"ud.x": 0.3333333333333333, "ud.noun": 0.6666666666666666}
visite	{"ud.noun": 0.9354838709677419, "ud.verb": 0.06451612903225806}
visiter	{"ud.verb": 1.0}
visites	{"ud.noun": 1.0}
visiteurs	{"ud.noun": 1.0}
vista	{"ud.propn": 1.0}
visuel	{"ud.noun": 0.25, "ud.adj": 0.75}
visuelle	{"ud.adj": 1.0}
vit	{"ud.verb": 1.0}
vitamines	{"ud.noun": 1.0}
vite	{"ud.adv": 1.0}
vitesse	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
vitesses	{"ud.noun": 1.0}
viticole	{"ud.adj": 1.0}
vitraux	{"ud.noun": 1.0}
vitrine	{"ud.noun": 1.0}
vivaient	{"ud.verb": 1.0}
vivait	{"ud.verb": 1.0}
vivant	{"ud.verb": 0.6, "ud.noun": 0.13333333333333333, "ud.adj": 0.26666666666666666}
vivantes	{"ud.adj": 1.0}
vivants	{"ud.noun": 0.25, "ud.adj": 0.75}
vivement	{"ud.adv": 1.0}
vivent	{"ud.verb": 1.0}
vivre	{"ud.verb": 1.0}
viêt	{"ud.propn": 1.0}
vladimir	{"ud.propn": 1.0}
vocabulaire	{"ud.noun": 1.0}
vocation	{"ud.noun": 1.0}
voici	{"ud.verb": 1.0}
voie	{"ud.noun": 1.0}
voient	{"ud.verb": 1.0}
voies	{"ud.noun": 1.0}
voile	{"ud.noun": 1.0}
voilure	{"ud.noun": 1.0}
voilà	{"ud.verb": 1.0}
voir	{"ud.verb": 0.9534883720930233, "ud.adv": 0.03488372093023256, "ud.sconj": 0.011627906976744186}
voire	{"ud.adv": 0.9130434782608695, "ud.sconj": 0.08695652173913043}
voisin	{"ud.noun": 0.4444444444444444, "ud.adj": 0.5555555555555556}
voisinage	{"ud.noun": 1.0}
voisine	{"ud.propn": 0.4, "ud.noun": 0.4, "ud.adj": 0.2}
voisines	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
voisins	{"ud.noun": 0.7142857142857143, "ud.adj": 0.2857142857142857}
voit	{"ud.verb": 1.0}
voiture	{"ud.noun": 1.0}
voitures	{"ud.noun": 1.0}
voix	{"ud.noun": 0.96875, "ud.propn": 0.03125}
vol	{"ud.noun": 1.0}
volant	{"ud.noun": 1.0}
volcan	{"ud.noun": 1.0}
volcanique	{"ud.adj": 1.0}
volcans	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
vole	{"ud.verb": 1.0}
voler	{"ud.verb": 1.0}
volet	{"ud.noun": 1.0}
volley-ball	{"ud.noun": 1.0}
volontairement	{"ud.adv": 1.0}
volontaires	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
volonté	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
volontés	{"ud.noun": 1.0}
vols	{"ud.noun": 1.0}
volterra	{"ud.propn": 1.0}
volume	{"ud.noun": 1.0}
volumes	{"ud.noun": 1.0}
volé	{"ud.verb": 1.0}
von	{"ud.adp": 0.5333333333333333, "ud.propn": 0.4666666666666667}
vont	{"ud.verb": 1.0}
vos	{"ud.det": 0.96, "ud.propn": 0.04}
vosges	{"ud.propn": 1.0}
votants	{"ud.noun": 1.0}
vote	{"ud.propn": 0.0625, "ud.noun": 0.875, "ud.verb": 0.0625}
voter	{"ud.verb": 1.0}
votre	{"ud.det": 1.0}
voté	{"ud.verb": 1.0}
voudrait	{"ud.verb": 1.0}
voulaient	{"ud.verb": 1.0}
voulait	{"ud.verb": 1.0}
voulant	{"ud.verb": 1.0}
voulez	{"ud.verb": 1.0}
vouloir	{"ud.verb": 0.875, "ud.noun": 0.125}
voulons	{"ud.verb": 1.0}
voulu	{"ud.verb": 1.0}
vous	{"ud.pron": 1.0}
voyage	{"ud.noun": 0.92, "ud.verb": 0.08}
voyages	{"ud.noun": 1.0}
voyageur	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
voyageurs	{"ud.noun": 1.0}
voyaient	{"ud.verb": 1.0}
voyant	{"ud.verb": 1.0}
voïvodie	{"ud.noun": 1.0}
vrai	{"ud.adj": 0.9375, "ud.noun": 0.03125, "ud.adv": 0.03125}
vraie	{"ud.adj": 1.0}
vraiment	{"ud.adv": 1.0}
vrais	{"ud.adj": 1.0}
vraisemblablement	{"ud.adv": 1.0}
vs	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
vu	{"ud.adp": 0.09302325581395349, "ud.verb": 0.7906976744186046, "ud.noun": 0.11627906976744186}
vue	{"ud.verb": 0.0625, "ud.noun": 0.9375}
vues	{"ud.verb": 0.2, "ud.noun": 0.8}
vécu	{"ud.verb": 1.0}
végétale	{"ud.adj": 1.0}
végétation	{"ud.noun": 1.0}
végétaux	{"ud.noun": 0.8, "ud.adj": 0.2}
véhicule	{"ud.noun": 1.0}
véhicules	{"ud.noun": 1.0}
vélo	{"ud.noun": 1.0}
vérifie	{"ud.verb": 1.0}
vérifier	{"ud.verb": 1.0}
véritable	{"ud.adj": 1.0}
véritablement	{"ud.adv": 1.0}
vérité	{"ud.propn": 0.1111111111111111, "ud.noun": 0.8888888888888888}
vérone	{"ud.propn": 1.0}
véronique	{"ud.propn": 1.0}
vétérinaire	{"ud.noun": 1.0}
vêtements	{"ud.noun": 1.0}
vœu	{"ud.noun": 1.0}
w.	{"ud.propn": 1.0}
wagner	{"ud.propn": 1.0}
wallonie	{"ud.propn": 1.0}
wallonne	{"ud.adj": 1.0}
walter	{"ud.propn": 1.0}
war	{"ud.propn": 0.3333333333333333, "ud.x": 0.3333333333333333, "ud.noun": 0.3333333333333333}
warner	{"ud.propn": 1.0}
washington	{"ud.propn": 1.0}
watch	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
wcw	{"ud.propn": 1.0}
web	{"ud.noun": 0.631578947368421, "ud.propn": 0.3684210526315789}
week-end	{"ud.noun": 0.9230769230769231, "ud.x": 0.07692307692307693}
weekend	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
west	{"ud.propn": 1.0}
western	{"ud.propn": 0.5, "ud.noun": 0.5}
white	{"ud.propn": 0.8, "ud.adj": 0.2}
whuffie	{"ud.noun": 1.0}
wiesel	{"ud.propn": 1.0}
wilaya	{"ud.noun": 1.0}
william	{"ud.propn": 1.0}
williams	{"ud.propn": 1.0}
willie	{"ud.propn": 1.0}
willy	{"ud.propn": 1.0}
wilson	{"ud.propn": 1.0}
wimbledon	{"ud.propn": 1.0}
windows	{"ud.x": 0.05555555555555555, "ud.propn": 0.9444444444444444}
wings	{"ud.propn": 1.0}
wisconsin	{"ud.propn": 1.0}
wisigoths	{"ud.propn": 0.75, "ud.adj": 0.25}
woerth	{"ud.propn": 1.0}
wolf	{"ud.propn": 1.0}
wood	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
woodbridge	{"ud.propn": 1.0}
world	{"ud.propn": 0.6, "ud.x": 0.4}
wrestling	{"ud.propn": 1.0}
wright	{"ud.propn": 1.0}
wwe	{"ud.propn": 1.0}
x	{"ud.sym": 0.25925925925925924, "ud.propn": 0.2222222222222222, "ud.num": 0.25925925925925924, "ud.noun": 0.2222222222222222, "ud.x": 0.037037037037037035}
x-men	{"ud.propn": 1.0}
xavier	{"ud.propn": 1.0}
xbox	{"ud.propn": 1.0}
xe	{"ud.adj": 1.0}
xi	{"ud.num": 1.0}
xie	{"ud.adj": 1.0}
xii	{"ud.num": 1.0}
xiie	{"ud.adj": 1.0}
xiii	{"ud.num": 1.0}
xiiie	{"ud.adj": 1.0}
xiv	{"ud.num": 0.9230769230769231, "ud.adj": 0.07692307692307693}
xive	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
xix	{"ud.num": 1.0}
xixe	{"ud.adj": 1.0}
xj	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
xv	{"ud.num": 0.9375, "ud.propn": 0.0625}
xve	{"ud.adj": 1.0}
xvi	{"ud.num": 0.9090909090909091, "ud.propn": 0.09090909090909091}
xvie	{"ud.adj": 1.0}
xviie	{"ud.adj": 1.0}
xviiie	{"ud.adj": 1.0}
xxe	{"ud.adj": 1.0}
xxie	{"ud.adj": 1.0}
y	{"ud.pron": 0.9956989247311828, "ud.propn": 0.002150537634408602, "ud.cconj": 0.002150537634408602}
yen	{"ud.noun": 1.0}
yeux	{"ud.noun": 1.0}
yoga	{"ud.noun": 1.0}
york	{"ud.propn": 0.9629629629629629, "ud.x": 0.037037037037037035}
yorkistes	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
you	{"ud.propn": 0.5714285714285714, "ud.x": 0.42857142857142855}
yougoslavie	{"ud.propn": 1.0}
young	{"ud.num": 0.25, "ud.propn": 0.75}
your	{"ud.x": 0.7, "ud.propn": 0.3}
yvonne	{"ud.propn": 1.0}
zelda	{"ud.x": 1.0}
zero	{"ud.propn": 1.0}
zone	{"ud.noun": 0.9206349206349206, "ud.propn": 0.07936507936507936}
zones	{"ud.noun": 1.0}
zoo	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
zurich	{"ud.propn": 1.0}
zénith	{"ud.propn": 1.0}
zéro	{"ud.num": 0.75, "ud.noun": 0.25}
{	{"ud.punct": 1.0}
}	{"ud.punct": 1.0}
«	{"ud.punct": 1.0}
°	{"ud.sym": 1.0}
»	{"ud.punct": 1.0}
×	{"ud.sym": 0.6666666666666666, "ud.x": 0.3333333333333333}
à	{"ud.adp": 0.9995689655172414, "ud.aux": 0.00021551724137931034, "ud.verb": 0.00010775862068965517, "ud.noun": 0.00010775862068965517}
âge	{"ud.noun": 0.8666666666666667, "ud.propn": 0.13333333333333333}
âges	{"ud.noun": 1.0}
âgé	{"ud.adj": 1.0}
âgée	{"ud.adj": 1.0}
âgées	{"ud.adj": 1.0}
âgés	{"ud.adj": 1.0}
âme	{"ud.noun": 1.0}
âmes	{"ud.noun": 1.0}
âne	{"ud.noun": 0.8, "ud.propn": 0.2}
ça	{"ud.pron": 1.0}
ère	{"ud.noun": 1.0}
écart	{"ud.noun": 1.0}
échange	{"ud.noun": 0.8823529411764706, "ud.verb": 0.11764705882352941}
échanger	{"ud.verb": 1.0}
échanges	{"ud.noun": 1.0}
échantillon	{"ud.noun": 1.0}
échappe	{"ud.verb": 1.0}
échappement	{"ud.noun": 1.0}
échapper	{"ud.verb": 1.0}
échec	{"ud.noun": 1.0}
échecs	{"ud.noun": 1.0}
échelle	{"ud.noun": 1.0}
échelon	{"ud.noun": 1.0}
écho	{"ud.noun": 1.0}
échoue	{"ud.verb": 1.0}
éclairage	{"ud.noun": 1.0}
éclairé	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
éclat	{"ud.noun": 1.0}
éclaté	{"ud.verb": 1.0}
écluses	{"ud.noun": 1.0}
école	{"ud.noun": 1.0}
écoles	{"ud.noun": 1.0}
écolo	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
écologie	{"ud.propn": 0.2857142857142857, "ud.noun": 0.7142857142857143}
écologique	{"ud.adj": 1.0}
écologiste	{"ud.adj": 1.0}
économie	{"ud.noun": 0.9743589743589743, "ud.propn": 0.02564102564102564}
économies	{"ud.noun": 1.0}
économique	{"ud.adj": 1.0}
économiquement	{"ud.adv": 1.0}
économiques	{"ud.adj": 0.9642857142857143, "ud.propn": 0.03571428571428571}
économiste	{"ud.noun": 1.0}
économistes	{"ud.noun": 1.0}
écorce	{"ud.noun": 1.0}
écossais	{"ud.noun": 0.2, "ud.adj": 0.8}
écossaise	{"ud.adj": 1.0}
écosse	{"ud.propn": 1.0}
écosystèmes	{"ud.noun": 1.0}
écoulée	{"ud.verb": 1.0}
écoute	{"ud.noun": 0.8125, "ud.verb": 0.1875}
écran	{"ud.noun": 1.0}
écrasante	{"ud.adj": 1.0}
écrase	{"ud.verb": 1.0}
écrire	{"ud.verb": 1.0}
écrit	{"ud.verb": 0.9830508474576272, "ud.adj": 0.01694915254237288}
écrite	{"ud.adj": 0.15789473684210525, "ud.verb": 0.8421052631578947}
écrits	{"ud.noun": 0.9090909090909091, "ud.adj": 0.09090909090909091}
écriture	{"ud.noun": 1.0}
écrivain	{"ud.noun": 1.0}
écrivains	{"ud.noun": 1.0}
écrivit	{"ud.verb": 1.0}
écurie	{"ud.noun": 1.0}
